Gr Lat, W Lon, Az (W from N)
-86.19029,230.97272,355.31033
-86.135977,230.83554,353.62731
-86.080751,230.82299,356.22298
-86.025707,230.76263,357.65415
-85.9704,230.7888,1.1873882
-85.914994,230.82621,0.24217117
-85.859635,230.82678,359.71118
-85.804266,230.8488,0.72739948
-85.748941,230.87586,357.43542
-85.693956,230.81345,354.59906
-85.638915,230.76725,0.75827919
-85.583648,230.85961,9.1934955
-85.52908,231.0228,0.56454331
-85.474942,230.90435,356.91104
-85.419646,230.97386,1.7564305
-85.364432,230.97471,354.81133
-85.30991,230.87957,348.52262
-85.256356,230.73451,346.1408
-85.202935,230.58744,346.32961
-85.149288,230.44969,347.64523
-85.095211,230.33469,346.37874
-85.042282,230.17295,345.50725
-84.988975,230.04208,350.38007
-84.933808,229.98743,358.94383
-84.879069,230.04301,7.1383246
-84.824285,230.16334,6.3811516
-84.768899,230.20344,7.999971
-84.714777,230.35314,18.82818
-84.663928,230.60786,23.914523
-84.613005,230.85189,19.430082
-84.559464,231.01698,6.8484597
-84.503862,231.01307,357.62026
-84.448901,230.99248,349.3565
-84.396068,230.82831,349.17109
-84.342301,230.80508,9.5152851
-84.290002,231.02547,12.517149
-84.234557,231.06541,6.1574862
-84.17983,231.16361,7.0837209
-84.124587,231.22042,8.9872843
-84.070259,231.35124,6.6824651
-84.015026,231.36522,357.40291
-83.95962,231.32501,340.30542
-83.917292,231.05377,335.54061
-83.863544,230.9297,344.13459
-83.811123,230.79231,342.54513
-83.758838,230.64454,345.79109
-83.704462,230.56377,357.02397
-83.649334,230.61176,6.7988254
-83.594666,230.70016,5.2768558
-83.538448,230.72286,10.164648
-83.487315,230.88684,25.720435
-83.439761,231.15061,20.527336
-83.384721,231.23655,2.8407878
-83.329581,231.21733,357.90905
-83.274193,231.22073,355.64559
-83.219462,231.16537,351.17124
-83.165027,231.09645,349.84316
-83.110792,231.02088,353.33192
-83.055615,231.00812,359.61075
-82.999985,231.03254,8.4272398
-82.946308,231.15632,11.308721
-82.891238,231.22514,9.2599149
-82.836547,231.31637,9.4615066
-82.781618,231.3872,4.4943203
-82.726187,231.40234,0.71185588
-82.670801,231.41522,0.83090727
-82.61535,231.43189,2.4747206
-82.559995,231.46889,0.83926631
-82.504622,231.46144,0.77606485
-82.449509,231.4966,3.6988769
-82.39483,231.53128,7.2389053
-82.340027,231.61623,5.5448448
-82.28447,231.62746,6.2740676
-82.230612,231.72013,9.9221095
-82.175478,231.78254,358.03831
-82.121435,231.7096,356.23364
-82.066045,231.74538,3.6494427
-82.010596,231.77599,3.7169503
-81.955184,231.81217,4.2552735
-81.899708,231.84973,6.4856539
-81.844844,231.91518,0.26231031
-81.789846,231.86914,356.5624
-81.734364,231.88389,1.0706752
-81.678825,231.89851,2.9829887
-81.623402,231.9382,3.1546559
-81.568252,231.95483,359.5046
-81.513153,231.94662,6.1651527
-81.458722,232.04774,4.4251763
-81.405429,232.01703,352.11597
-81.351569,231.96344,0.28674743
-81.296298,232.03402,7.3511934
-81.240732,232.07114,1.2691536
-81.185245,232.06448,354.48463
-81.130646,232.01669,346.0382
-81.078495,231.90732,340.50896
-81.026678,231.79351,341.78015
-80.974039,231.70084,354.73987
-80.918495,231.74329,3.7509442
-80.863291,231.76015,354.84263
-80.809022,231.69558,348.46754
-80.754746,231.6357,350.40374
-80.699948,231.59483,356.55298
-80.644431,231.60801,358.29864
-80.589508,231.58833,351.75102
-80.535289,231.5253,348.8643
-80.480875,231.47205,352.31448
-80.425426,231.4492,344.44137
-80.376442,231.31103,339.74614
-80.323105,231.23574,357.58852
-80.270665,231.29638,13.797168
-80.217545,231.39879,12.436582
-80.162104,231.44798,8.3096724
-80.107451,231.5042,357.718
-80.053161,231.43603,337.03685
-80.008006,231.27254,333.33976
-79.956304,231.16661,344.73583
-79.902613,231.11998,352.94495
-79.846955,231.1021,3.3483256
-79.79319,231.16759,4.7566551
-79.738042,231.16502,1.2680414
-79.682563,231.19318,4.4415252
-79.627168,231.22462,7.4800005
-79.572389,231.28428,5.425578
-79.516921,231.29391,359.12538
-79.461482,231.28706,0.62781504
-79.40603,231.31216,4.1979534
-79.350311,231.34269,0.45858381
-79.295447,231.3288,348.5438
-79.243119,231.23817,346.24882
-79.188503,231.20033,348.83081
-79.134807,231.13633,345.39085
-79.081573,231.06439,344.43697
-79.028421,230.99166,344.96433
-78.97493,230.92557,351.19015
-78.919369,230.91481,5.651935
-78.865543,230.99191,5.3497392
-78.810206,230.97858,350.83102
-78.756681,230.91322,347.5983
-78.702655,230.86869,352.57906
-78.647727,230.85208,354.19039
-78.592902,230.82338,356.84098
-78.537314,230.83228,0.6733354
-78.481792,230.84081,358.38715
-78.426109,230.82773,2.452033
-78.371812,230.87445,10.592563
-78.317376,230.93765,9.9619491
-78.262157,230.97891,5.5372456
-78.206701,231.00044,0.4708825
-78.151314,230.99401,356.99704
-78.095908,230.98293,357.39044
-78.040529,230.9802,352.6123
-77.986542,230.92557,350.10167
-77.931904,230.89982,358.65288
-77.876146,230.92334,359.37409
-77.820716,230.90459,348.2566
-77.769302,230.82885,354.23634
-77.713448,230.86331,1.9486948
-77.658025,230.8568,355.72131
-77.60287,230.83509,354.43396
-77.547621,230.81711,352.0935
-77.493302,230.77507,348.79891
-77.439094,230.72831,353.11912
-77.383716,230.72438,1.0410232
-77.328169,230.7472,0.048348387
-77.272975,230.73477,356.82884
-77.217562,230.72938,359.0698
-77.161927,230.73641,355.80619
-77.10736,230.70316,353.12512
-77.052228,230.68711,359.13697
-76.996616,230.70525,0.26942141
-76.940941,230.69912,359.4046
-76.886941,230.70962,11.221424
-76.834606,230.79955,11.602137
-76.779059,230.81494,1.5829549
-76.723475,230.82228,1.0614807
-76.667928,230.83317,359.77631
-76.612426,230.82982,357.57297
-76.55699,230.82237,356.8306
-76.501415,230.81289,0.37858148
-76.446272,230.83453,4.300745
-76.391581,230.85678,2.0090304
-76.336215,230.85988,355.81866
-76.281307,230.83213,349.50208
-76.227231,230.78432,347.42048
-76.173244,230.74028,354.27208
-76.117473,230.74736,0.94995207
-76.061886,230.75686,6.3513301
-76.008049,230.8059,5.2741442
-75.952239,230.80713,359.90398
-75.896649,230.81399,359.75838
-75.841158,230.81407,358.21568
-75.78578,230.80879,354.29542
-75.731348,230.77853,355.0404
-75.676081,230.77901,354.32213
-75.621446,230.74348,346.1888
-75.569294,230.68235,347.75359
-75.515153,230.65963,359.35763
-75.459504,230.68578,4.2710157
-75.404461,230.7007,11.988917
-75.35399,230.7812,15.521165
-75.298512,230.82336,8.9231802
-75.244504,230.85632,352.51439
-75.193178,230.77784,339.22656
-75.14019,230.70993,351.92048
-75.085383,230.72648,6.3071561
-75.030118,230.76472,8.5084926
-74.974884,230.79782,6.4554052
-74.919435,230.82063,3.9843285
-74.863769,230.83543,5.9931352
-74.809569,230.87221,7.0532858
-74.754202,230.89453,10.439554
-74.700332,230.95544,15.752814
-74.646841,231.01517,11.070022
-74.591292,231.04278,11.122447
-74.536937,231.10303,11.793238
-74.483025,231.1341,1.6386025
-74.429385,231.12223,354.60953
-74.376146,231.10454,355.68826
-74.320969,231.09985,357.1426
-74.265544,231.09218,357.18863
-74.21,231.08779,354.72576
-74.15502,231.0629,339.20959
-74.109311,230.95574,326.67686
-74.063204,230.84869,335.79817
-74.016996,230.81131,8.6745765
-73.963779,230.90945,14.467495
-73.908411,230.91886,346.31621
-73.859354,230.82591,319.96721
-73.825575,230.67328,305.47286
-73.796543,230.50886,302.81197
-73.766839,230.3447,312.82494
-73.724487,230.23285,329.62183
-73.673727,230.1562,336.58722
-73.623128,230.08405,348.2206
-73.567904,230.08545,5.6054031
-73.512745,230.12921,5.1632237
-73.457864,230.12763,355.57888
-73.4027,230.10708,346.23657
-73.351037,230.0439,343.6237
-73.297474,230.00669,348.78621
-73.242871,229.97701,348.63921
-73.188564,229.9386,352.16754
-73.134731,229.93307,358.24482
-73.080183,229.93441,354.09485
-73.025587,229.90192,351.99109
-72.970262,229.88902,352.83421
-72.915525,229.86231,347.84374
-72.862092,229.81735,345.86594
-72.80822,229.77813,344.74996
-72.755379,229.72642,341.62767
-72.703287,229.66789,341.11152
-72.650771,229.61327,343.56799
-72.597268,229.57034,342.74578
-72.54535,229.51111,344.57129
-72.490884,229.47968,345.02113
-72.438646,229.4236,343.38197
-72.384984,229.38211,343.94271
-72.332298,229.32972,347.59399
-72.278383,229.31196,345.11511
-72.228046,229.24586,342.01246
-72.174129,229.20798,349.54729
-72.119114,229.18742,351.07059
-72.064636,229.15921,343.58074
-72.01361,229.0936,342.53978
-71.959492,229.059,343.15871
-71.908624,228.998,343.02969
-71.854534,228.9627,347.85882
-71.800587,228.93045,342.70491
-71.749638,228.86508,336.80614
-71.69918,228.79816,333.81618
-71.652716,228.71932,342.8044
-71.596604,228.70379,352.33481
-71.542003,228.6792,347.8056
-71.488944,228.63728,346.56492
-71.434744,228.60536,343.9161
-71.382913,228.54812,337.70462
-71.332603,228.48058,340.97507
-71.278814,228.44247,345.09167
-71.225898,228.39884,336.75881
-71.178465,228.31482,325.75322
-71.13533,228.21247,321.90753
-71.092343,228.10995,321.55784
-71.049616,228.00632,324.47283
-71.003545,227.91903,326.53525
-70.958502,227.82601,324.26792
-70.91458,227.72714,329.19883
-70.864494,227.65961,350.70124
-70.810644,227.68136,0.5331358
-70.755532,227.6691,348.5568
-70.70278,227.6218,340.26109
-70.651621,227.56254,330.86634
-70.607166,227.46625,327.42154
-70.559239,227.3894,325.15023
-70.517901,227.28381,320.0937
-70.475658,227.183,322.98738
-70.430709,227.0909,324.46963
-70.386414,226.9968,331.51613
-70.33482,226.94093,345.14716
-70.279948,226.91912,359.10407
-70.224861,226.94198,358.58288
-70.170074,226.91747,349.49881
-70.115693,226.88876,353.98546
-70.060819,226.88989,352.44696
-70.007119,226.85296,345.53205
-69.953671,226.81527,347.01912
-69.899225,226.78666,338.54374
-69.852547,226.70544,325.86268
-69.808602,226.61244,325.99774
-69.761583,226.53178,332.31086
-69.711017,226.46942,329.68896
-69.668037,226.37873,321.56042
-69.62611,226.27869,314.47466
-69.59191,226.15755,302.43035
-69.56866,226.01654,294.5671
-69.547286,225.87034,277.48084
-69.556728,225.71514,254.37998
-69.578853,225.56806,253.69369
-69.589629,225.41277,269.255
-69.582352,225.2572,265.50374
-69.600163,225.105,256.7693
-69.609695,224.949,261.54896
-69.618394,224.79376,262.98785
-69.62485,224.64374,258.69505
-69.639919,224.51195,230.42611
-69.688774,224.42408,214.10987
-69.734382,224.32571,236.72332
-69.747041,224.17299,255.10464
-69.764312,224.02221,256.99735
-69.773787,223.86361,259.47747
-69.786652,223.7069,257.44963
-69.799531,223.55526,258.28785
-69.810549,223.40109,261.60491
-69.817652,223.24034,272.0099
-69.808804,223.08537,269.72462
-69.82022,222.92963,258.37316
-69.833053,222.77233,258.55329
-69.844313,222.61378,259.87097
-69.854672,222.45464,263.40532
-69.859094,222.29509,269.1484
-69.85842,222.13423,264.76312
-69.871232,221.97662,263.86176
-69.872327,221.81479,264.42019
-69.883744,221.66512,258.7927
-69.89462,221.51548,268.47829
-69.888384,221.36938,257.80804
-69.918015,221.22479,237.76406
-69.948698,221.09591,248.53276
-69.957494,220.94343,284.85307
-69.92557,220.82317,326.7738
-69.875236,220.78888,345.04987
-69.822483,220.74848,348.31977
-69.767563,220.72997,3.7086986
-69.714129,220.77453,10.156985
-69.658583,220.7921,15.464525
-69.609006,220.86333,25.871916
-69.129202,60.599277,156.47186
-69.18027,60.65836,156.36996
-69.231284,60.717957,156.62984
-69.282524,60.775976,160.80563
-69.336408,60.814491,164.28315
-69.390113,60.855051,164.7047
-69.444074,60.891422,172.10567
-69.500201,60.892377,178.21857
-69.556271,60.895997,181.65928
-69.612162,60.87813,189.96687
-69.666726,60.836708,190.70316
-69.722567,60.814731,197.8447
-69.772131,60.736757,196.05919
-69.828118,60.724726,188.24413
-69.882979,60.686213,194.88958
-69.937096,60.637821,202.21491
-69.987075,60.561237,203.76007
-70.039906,60.505,193.17149
-70.095963,60.483647,185.19014
-70.151818,60.470609,191.94834
-70.204775,60.41242,200.82365
-70.257444,60.350564,195.7757
-70.312619,60.319742,192.25055
-70.36697,60.276621,200.18157
-70.417807,60.202988,208.05785
-70.466782,60.118234,211.40405
-70.514391,60.027912,215.59097
-70.558801,59.923291,215.20994
-70.607003,59.833971,206.37061
-70.659603,59.772667,203.51929
-70.710056,59.697563,207.1535
-70.75989,59.616922,204.15144
-70.812836,59.556919,198.68793
-70.866626,59.504895,197.44883
-70.92022,59.451438,194.19493
-70.975476,59.417491,188.43466
-71.031402,59.396506,190.70842
-71.085425,59.349495,198.88868
-71.137616,59.282101,201.78499
-71.190155,59.218461,197.20969
-71.245022,59.176301,195.37038
-71.298137,59.123014,201.71038
-71.348213,59.046472,198.91771
-71.402768,59.008677,202.15561
-71.450807,58.913767,211.70202
-71.499254,58.822379,211.09335
-71.547654,58.730517,210.84153
-71.596386,58.639858,212.96746
-71.642465,58.537037,218.3733
-71.685164,58.419693,222.02635
-71.726926,58.299156,221.85695
-71.769787,58.182171,221.18869
-71.812405,58.064035,219.95117
-71.856754,57.952299,217.85984
-71.90191,57.843342,217.92564
-71.946201,57.730661,219.80726
-71.989088,57.612263,220.75925
-72.032134,57.49479,216.34623
-72.080024,57.39749,212.21684
-72.127829,57.299534,212.4813
-72.17542,57.200381,212.71861
-72.222957,57.1007,212.81868
-72.27044,57.00049,212.91918
-72.317868,56.899746,213.02009
-72.365241,56.798465,213.88268
-72.41192,56.692321,208.97186
-72.463353,56.618307,203.47425
-72.514853,56.541935,204.42974
-72.56596,56.46136,201.12301
-72.619431,56.404477,195.20815
-72.674008,56.358994,195.65002
-72.727456,56.298804,194.8694
-72.782372,56.257949,197.0242
-72.834433,56.184297,193.48893
-72.890011,56.166141,181.36604
-72.946048,56.168701,169.90543
-72.998673,56.224589,168.14725
-73.053065,56.237657,159.69315
-73.098612,56.344012,149.82141
-73.14864,56.421183,154.57986
-73.198487,56.499836,151.04433
-73.245035,56.598047,145.17862
-73.288947,56.711006,149.5344
-73.339701,56.783971,166.55153
-73.395481,56.791691,176.99429
-73.451169,56.797129,180.88428
-73.506666,56.778766,175.23429
-73.560849,56.82208,162.55982
-73.612643,56.888167,156.5324
-73.662423,56.970155,158.06765
-73.715295,57.026693,159.48617
-73.766264,57.100367,151.53648
-73.812166,57.206563,149.3742
-73.86094,57.293423,159.57011
-73.915192,57.336069,163.98119
-73.967379,57.39532,157.15061
-74.016816,57.482728,154.84671
-74.067759,57.557974,158.51731
-74.12003,57.622062,163.14132
-74.173962,57.666924,166.77901
-74.22832,57.706824,170.35038
-74.283971,57.727355,170.31572
-74.337591,57.767432,159.72634
-74.386707,57.859428,152.65257
-74.436107,57.948115,151.5695
-74.483819,58.046854,158.82033
-74.538289,58.087167,160.17317
-74.587494,58.178385,158.26135
-74.640635,58.231718,166.31277
-74.695436,58.268802,167.72227
-74.749584,58.312819,163.08221
-74.801902,58.383001,164.7084
-74.856431,58.415196,179.42202
-74.912465,58.379564,199.00436
-74.961314,58.272877,210.1556
-75.009836,58.161659,200.05534
-75.06516,58.123468,182.03925
-75.120668,58.139325,168.05252
-75.173289,58.203842,158.12119
-75.223597,58.291656,149.13063
-75.267655,58.416334,143.52838
-75.312067,58.54065,141.65619
-75.353575,58.676515,139.50373
-75.394981,58.81317,143.75556
-75.442006,58.92521,145.78801
-75.486349,59.051632,148.24484
-75.535625,59.147323,150.45605
-75.582441,59.260471,149.91718
-75.6313,59.360593,148.87604
-75.676853,59.481026,138.19065
-75.712556,59.646842,129.41279
-75.746397,59.818626,129.94798
-75.782817,59.981945,132.26531
-75.820153,60.142633,131.09612
-75.854844,60.312918,131.52758
-75.892978,60.472736,131.96497
-75.928201,60.641024,123.81162
-75.953396,60.840321,126.90565
-75.992453,60.988491,141.71152
-76.03884,61.110072,146.07828
-76.084411,61.235219,141.4366
-76.124896,61.386388,138.38085
-76.166771,61.531729,140.41941
-76.21002,61.671654,136.49835
-76.246101,61.839338,127.50705
-76.276404,62.029712,125.50671
-76.309731,62.210094,126.48071
-76.341673,62.397038,132.96271
-76.3842,62.540811,151.97617
-76.437175,62.602508,165.64671
-76.491706,62.648195,164.70712
-76.54462,62.718346,161.56481
-76.597346,62.789198,158.01602
-76.647455,62.887014,158.49013
-76.700564,62.954672,161.27553
-76.753411,63.032659,152.65207
-76.79801,63.164141,139.97573
-76.837284,63.331446,135.3878
-76.876392,63.494632,125.58563
-76.899819,63.710463,115.59438
-76.923306,63.926253,120.04864
-76.954081,64.121315,126.19873
-76.987844,64.310178,122.39183
-77.012488,64.525066,123.58907
-77.047143,64.701572,138.0966
-77.093529,64.839387,139.63589
-77.131929,65.013755,127.85255
-77.160631,65.219294,119.47463
-77.18596,65.439723,108.55616
-77.193887,65.671098,100.52005
-77.204006,65.901256,108.08208
-77.226346,66.125578,121.23694
-77.260402,66.315916,135.56157
-77.304629,66.463176,140.92599
-77.346181,66.621617,133.02306
-77.379424,66.819053,125.35449
-77.409842,67.024199,118.0896
-77.43055,67.253798,115.81795
-77.457352,67.471937,134.77376
-77.51231,67.621809,133.20318
-77.521123,67.7764,116.38268
-77.548146,67.953363,111.57829
-77.556682,68.193228,101.68007
-77.568888,68.435193,108.45484
-77.590602,68.667911,113.05192
-77.611598,68.899615,116.18578
-77.63868,69.118519,119.33271
-77.665307,69.339026,119.15224
-77.692082,69.55954,119.56649
-77.719477,69.779445,122.36427
-77.750733,69.985751,132.84351
-77.793861,70.145764,140.17945
-77.836352,70.310819,135.2728
-77.872528,70.503421,127.96396
-77.904162,70.713442,135.17828
-77.949855,70.857735,140.36289
-77.98921,71.038239,131.06884
-78.022427,71.245986,125.67622
-78.053698,71.460029,127.445
-78.089579,71.657978,129.10011
-78.123537,71.864367,120.96339
-78.14648,72.108926,118.04191
-78.174629,72.322381,138.62872
-78.225501,72.435616,146.55847
-78.265151,72.602579,130.51337
-78.295327,72.825133,128.83842
-78.334439,73.014003,134.0823
-78.372689,73.206694,133.43402
-78.410804,73.400658,132.89685
-78.448339,73.598373,138.85732
-78.495035,73.753996,135.86297
-78.525331,73.959487,120.31643
-78.548765,74.205098,111.49517
-78.565294,74.463686,112.27641
-78.590044,74.705603,113.17443
-78.608261,74.962487,119.4432
-78.643548,75.17372,137.02719
-78.689235,75.330964,145.36936
-78.735296,75.482653,139.35788
-78.77319,75.685521,132.47581
-78.810549,75.890047,133.14807
-78.849294,76.089003,134.37206
-78.88839,76.286454,133.94974
-78.925841,76.486039,124.32883
-78.949866,76.741171,111.78773
-78.966625,77.008305,104.17413
-78.976441,77.288154,104.02216
-78.992871,77.554708,114.61747
-79.021942,77.796012,111.46919
-79.032659,78.075139,103.18272
-79.046684,78.347996,114.56324
-79.078034,78.584665,133.5788
-79.122847,78.754364,144.32912
-79.168807,78.914939,134.0267
-79.198796,79.156916,124.54523
-79.231952,79.388191,128.47214
-79.268157,79.607554,130.74214
-79.304843,79.825954,132.61466
-79.34373,80.033462,136.3558
-79.385645,80.226198,134.61438
-79.422119,80.448172,126.54059
-79.452007,80.696932,125.27293
-79.486233,80.926034,131.37652
-79.525469,81.136698,130.97759
-79.559472,81.372453,126.46882
-79.591862,81.61463,134.62249
-79.637134,81.790684,137.19292
-79.673414,82.017777,129.64982
-79.708457,82.252767,126.90333
-79.740559,82.499954,125.30162
-79.773121,82.746946,133.76793
-79.816884,82.930809,148.09073
-79.867621,83.064734,148.82988
-79.912773,83.245949,138.67233
-79.951558,83.468989,140.07205
-79.998454,83.639646,139.92493
-80.035257,83.857735,122.73483
-80.057565,84.152063,121.02482
-80.092536,84.389188,136.02768
-80.137334,84.581092,138.21175
-80.175963,84.806708,127.77044
-80.205696,85.078428,122.42832
-80.236072,85.342099,135.46572
-80.283636,85.51195,144.0492
-80.326863,85.715829,143.17313
-80.373488,85.895385,142.73292
-80.416191,86.105324,139.67382
-80.459268,86.314623,134.52056
-80.494587,86.566971,131.04028
-80.532885,86.806214,132.49481
-80.570487,87.050399,130.13717
-80.605325,87.309704,128.13037
-80.639917,87.570715,131.75203
-80.679967,87.803039,136.68716
-80.721711,88.027384,137.52848
-80.763016,88.255272,134.43712
-80.800358,88.506833,131.64848
-80.837775,88.759779,134.97433
-80.879792,88.9857,141.25731
-80.925626,89.186135,139.4768
-80.965127,89.429458,121.96445
-80.983189,89.750023,124.33305
-81.02687,89.982741,118.06746
-81.032141,90.314604,115.23154
-81.069785,90.54273,142.69726
-81.121951,90.737634,141.89049
-81.161296,90.989155,133.82142
-81.199994,91.245372,130.29792
-81.234097,91.527469,126.64597
-81.267357,91.815095,127.87061
-81.303518,92.091222,139.59134
-81.351629,92.270113,156.55193
-81.405887,92.374993,161.26712
-81.459322,92.505825,142.52857
-81.491352,92.799399,128.94544
-81.529621,93.06945,132.24666
-81.567287,93.343908,131.79285
-81.604879,93.620156,130.55699
-81.640922,93.909161,125.44893
-81.671607,94.238047,133.2102
-81.71562,94.435147,154.67947
-81.769842,94.548902,157.16986
-81.819531,94.730775,148.12131
-81.865514,94.9519,146.90077
-81.91383,95.14903,148.99263
-81.961835,95.348615,143.48219
-82.003923,95.608509,141.02233
-82.049577,95.839411,143.53583
-82.09476,96.075812,140.10424
-82.136117,96.345593,139.49649
-82.180601,96.591189,144.38606
-82.227908,96.811163,137.88107
-82.263317,97.123467,131.99173
-82.303443,97.409367,128.54619
-82.333288,97.752314,117.45392
-82.355603,98.12729,114.81188
-82.381072,98.492061,118.5472
-82.409902,98.845555,120.62931
-82.438993,99.199463,119.99889
-82.466767,99.560235,121.32344
-82.498102,99.907214,126.63278
-82.534422,100.22785,133.23091
-82.575561,100.51672,137.23632
-82.617533,100.80092,135.49719
-82.656273,101.1112,132.50124
-82.694123,101.42959,131.25295
-82.731123,101.75609,128.33893
-82.764496,102.10439,122.41087
-82.791958,102.48337,117.18449
-82.81676,102.87647,116.05067
-82.842305,103.26649,122.21036
-82.877152,103.61161,130.57817
-82.916098,103.93447,131.07156
-82.951702,104.27891,124.38273
-82.980195,104.66556,116.6526
-83.003054,105.07505,109.32272
-83.018416,105.50802,112.4243
-83.046516,105.89437,117.79135
-83.070617,106.28668,106.57212
-83.078696,106.7329,102.80674
-83.096578,107.16221,103.80326
-83.106605,107.60868,102.22185
-83.121589,108.04758,108.22054
-83.142879,108.47121,112.94253
-83.166389,108.8858,105.24235
-83.173235,109.34138,101.21685
-83.189517,109.78167,101.16381
-83.196305,110.24061,101.96172
-83.213868,110.66959,116.36632
-83.246584,111.05675,127.09899
-83.282931,111.41704,133.14152
-83.324148,111.74203,131.30409
-83.357741,112.12578,120.1276
-83.381459,112.55823,118.0008
-83.411769,112.96607,117.80118
-83.433595,113.37917,96.309137
-83.424873,113.85943,79.748945
-83.41507,114.32486,81.500248
-83.410034,114.79408,86.493375
-83.409941,115.26889,87.805574
-83.407484,115.74215,81.184121
-83.394624,116.19935,75.226392
-83.380716,116.65364,76.438539
-83.370229,117.11273,87.667143
-83.378021,117.58294,94.235917
-83.380306,118.056,88.84451
-83.377629,118.53024,91.376751
-83.384842,118.9953,102.33293
-83.403113,119.4522,106.6254
-83.418701,119.91325,97.312443
-83.419014,120.38621,86.118459
-83.413106,120.86226,84.167255
-83.409616,121.33619,88.504682
-83.41219,121.81247,90.053817
-83.411731,122.2891,85.086843
-83.404691,122.75854,80.175542
-83.394749,123.22442,77.681057
-83.382945,123.68471,72.454521
-83.363306,124.12138,67.050275
-83.341479,124.55041,72.986542
-83.333011,125.0123,80.459148
-83.32517,125.47591,74.910358
-83.306295,125.91244,70.665317
-83.290412,126.35697,67.157868
-83.265292,126.76755,69.403583
-83.253748,127.21705,76.058899
-83.240776,127.66488,71.143244
-83.220045,128.09084,68.164163
-83.201467,128.52277,74.999814
-83.19359,128.9775,79.279042
-83.183047,129.4277,75.068418
-83.167199,129.86596,71.836733
-83.150588,130.30036,69.810749
-83.131073,130.7244,67.7789
-83.110755,131.14492,67.047838
-83.089945,131.56193,61.972391
-83.060885,131.94119,62.196915
-83.040611,132.35444,69.250402
-83.023848,132.78297,70.933684
-83.006581,133.20623,74.29799
-82.996151,133.64705,75.640708
-82.981348,134.07729,69.538167
-82.959732,134.48379,65.340607
-82.937306,134.88738,65.248735
-82.915509,135.29152,60.835045
-82.885658,135.65721,61.622737
-82.865405,136.06122,69.626017
-82.849412,136.48267,69.078106
-82.8281,136.88392,61.664173
-82.799234,137.25031,54.01184
-82.765215,137.58599,50.34292
-82.730558,137.91534,52.594289
-82.70011,138.26866,48.4401
-82.659703,138.5503,45.58459
-82.624888,138.87249,52.846611
-82.594949,139.22682,62.539903
-82.576377,139.62189,72.491561
-82.564026,140.03643,83.519109
-82.566236,140.46273,88.003191
-82.562396,140.88862,89.679576
-82.567804,141.31333,94.429754
-82.573028,141.7413,94.282931
-82.578176,142.16922,96.413076
-82.587464,142.59699,94.998259
-82.589874,143.02497,82.176046
-82.574875,143.43232,81.543208
-82.576033,143.86066,85.081556
-82.567627,144.28293,80.736839
-82.560446,144.70652,79.287049
-82.54934,145.12182,75.052191
-82.534263,145.52809,76.324471
-82.525489,145.9478,79.519635
-82.516366,146.36585,82.761715
-82.513755,146.79117,83.195012
-82.505464,147.20902,82.109778
-82.5008,147.6303,82.349104
-82.49293,148.04977,84.445494
-82.492195,148.47778,78.424882
-82.47329,148.86727,54.363134
-82.432306,149.13602,46.672369
-82.400432,149.46586,54.426187
-82.370481,149.81046,53.347723
-82.336686,150.13113,52.653299
-82.30578,150.46545,57.958883
-82.280448,150.8279,60.324072
-82.253322,151.18006,54.736873
-82.219139,151.4933,53.984856
-82.190006,151.84463,67.370366
-82.17939,152.23585,83.396741
-82.179407,152.64761,81.932037
-82.165967,153.04136,67.972266
-82.140427,153.39701,56.967652
-82.108048,153.71848,56.086347
-82.081133,154.06382,65.454445
-82.064588,154.44658,70.8923
-82.047053,154.82528,70.445916
-82.029723,155.20368,76.249944
-82.022765,155.60642,75.242986
-82.003878,155.97178,63.607767
-81.976245,156.31487,55.075886
-81.943045,156.62041,50.68207
-81.909087,156.91975,52.999347
-81.879149,157.24484,49.769646
-81.840324,157.5146,43.784529
-81.80158,157.78295,42.030635
-81.76054,158.03198,41.693238
-81.721339,158.29441,43.462993
-81.682576,158.55935,41.745982
-81.641196,158.80192,36.692957
-81.596236,159.01154,35.44487
-81.553879,159.23577,44.474524
-81.520557,159.53203,47.139272
-81.481122,159.78497,50.60247
-81.453281,160.10465,61.179076
-81.429938,160.4411,63.900024
-81.406616,160.77731,66.246536
-81.387485,161.12295,68.922637
-81.368968,161.46954,66.307107
-81.345109,161.80253,62.510689
-81.319789,162.12923,49.610848
-81.278548,162.34058,38.034654
-81.236712,162.56916,41.503399
-81.19806,162.82197,46.040504
-81.162185,163.09137,48.039957
-81.12632,163.35995,46.378756
-81.088138,163.61264,42.066677
-81.046556,163.83939,40.284708
-81.006168,164.07254,43.333714
-80.968538,164.3256,41.498346
-80.925688,164.5406,45.017044
-80.893245,164.81948,51.985178
-80.860129,165.09172,41.561465
-80.814124,165.27575,27.483116
-80.764415,165.41027,23.796453
-80.715223,165.55192,26.969338
-80.668172,165.71986,30.524048
-80.622167,165.8984,34.72964
-80.579676,166.10669,39.741494
-80.539345,166.3324,42.48728
-80.500205,166.56449,47.676462
-80.467221,166.83011,51.202882
-80.433071,167.08891,47.459537
-80.394785,167.32301,50.994336
-80.365977,167.60501,57.692798
-80.337518,167.88835,57.431421
-80.308278,168.16717,56.586212
-80.278493,168.44314,58.132458
-80.251767,168.72968,60.314906
-80.225496,169.01776,57.469324
-80.194025,169.28665,63.719688
-80.179191,169.59534,77.374657
-80.171249,169.92433,75.222932
-80.152271,170.2315,62.341271
-80.12195,170.50055,57.00116
