lat,lon,azi
-80.179380,11.858599,170.42526
-80.232350,11.926075,169.24810
-80.285495,11.976573,179.24512
-80.339513,11.928919,186.32477
-80.393602,11.897395,185.53430
-80.447629,11.858517,182.24293
-80.501758,11.865828,173.37668
-80.554836,11.931722,174.85793
-80.609092,11.920998,187.72063
-80.661777,11.833874,192.59501
-80.715108,11.764699,188.22665
-80.769159,11.728998,184.25922
-80.823379,11.707190,181.04392
-80.877580,11.710754,178.31682
-80.931764,11.722477,177.72781
-80.985950,11.733410,177.28522
-81.040094,11.750848,178.57296
-81.094228,11.745526,181.79870
-81.148395,11.722235,180.60842
-81.202430,11.732229,183.41991
-81.256093,11.672439,183.63318
-81.310339,11.680151,178.99300
-81.364551,11.679609,174.05400
-81.417570,11.751944,172.10438
-81.471591,11.776662,178.77116
-81.526304,11.761967,191.40343
-81.576642,11.621205,187.64366
-81.630208,11.658704,172.27831
-81.683465,11.718642,169.00619
-81.736408,11.800947,171.68831
-81.789899,11.824447,184.28166
-81.843183,11.736035,199.32134
-81.892167,11.556681,187.61837
-81.944989,11.631775,170.71377
-81.998679,11.679358,180.36295
-82.052314,11.619689,186.92508
-82.106268,11.575220,187.15215
-82.160166,11.511097,182.15438
-82.213310,11.538905,175.79719
-82.267331,11.565001,175.73481
-82.321335,11.594550,176.10639
-82.375347,11.615459,171.94131
-82.428209,11.706889,171.44170
-82.482002,11.734845,178.79897
-82.536229,11.717727,184.06064
-82.589631,11.666833,181.75158
-82.643023,11.685192,179.62288
-82.697191,11.665403,182.05062
-82.751502,11.646530,179.24090
-82.805151,11.670484,177.90623
-82.858889,11.671860,175.99248
-82.912132,11.726397,173.86188
-82.966050,11.761522,174.33451
-83.019195,11.809302,176.11484
-83.072350,11.815598,179.58156
-83.125955,11.808564,175.80897
-83.179069,11.876595,173.27425
-83.233050,11.911188,176.54040
-83.285277,11.925439,185.62644
-83.336372,11.812602,178.63394
-83.389498,11.942095,167.43224
-83.442693,12.018364,172.65613
-83.496359,12.059132,170.99707
-83.549266,12.165760,164.26082
-83.600727,12.323788,172.54254
-83.652433,12.281925,178.54501
-83.705330,12.341401,170.02598
-83.758112,12.450052,169.38394
-83.811491,12.522662,171.28551
-83.864819,12.598941,171.82252
-83.918546,12.663166,182.18774
-83.971373,12.548640,189.59130
-84.025033,12.477233,186.15711
-84.079053,12.424143,184.52165
-84.133144,12.382313,179.44776
-84.187049,12.426315,175.54619
-84.241028,12.459029,171.60095
-84.293750,12.580881,166.96981
-84.346444,12.704656,169.70298
-84.399981,12.774251,174.66636
-84.454081,12.801250,175.59009
-84.507945,12.853879,176.17290
-84.561743,12.868829,189.10126
-84.612795,12.658225,190.89403
-84.666904,12.637575,180.81763
-84.720932,12.630839,177.71351
-84.774153,12.676059,170.72877
-84.826815,12.818590,166.68580
-84.879516,12.952843,166.81915
-84.932108,13.095066,168.68308
-84.985572,13.190935,176.30702
-85.039714,13.164833,190.00437
-85.090780,12.955616,212.47484
-85.127848,12.477215,204.73766
-85.180978,12.445055,177.05353
-85.235414,12.535790,183.19350
-85.287366,12.356696,195.85450
-85.338009,12.157774,185.70983
-85.392455,12.214472,178.64164
-85.446581,12.178322,185.38121
-85.500199,12.069449,185.44901
-85.554203,12.031853,189.11671
-85.606197,11.828499,193.67074
-85.659069,11.676243,197.39493
-85.709012,11.374985,203.19802
-85.758991,11.073447,204.66831
-85.807667,10.730209,206.95386
-85.855853,10.366154,205.16633
-85.905845,10.060230,202.81097
-88.225016,236.39056,308.71792
-88.190203,235.04538,317.02455
-88.146167,234.09427,329.02740
-88.096791,233.36571,327.94069
-88.052306,232.38553,343.33901
-87.998752,232.53473,1.0434331
-87.948412,232.50237,333.86087
-87.909426,231.38647,317.09241
-87.867453,230.45960,320.79546
-87.825030,229.56576,322.92941
-87.780568,228.75976,317.95760
-87.744804,227.72008,322.54137
-87.696058,227.13072,331.00557
-87.649519,226.44647,334.18915
-87.598193,226.01161,341.16572
-87.545334,225.64363,354.80932
-87.491038,225.82340,359.21267
-87.436869,225.66750,346.46178
-87.384418,225.30048,349.79619
-87.329658,225.28428,341.75325
-87.284534,224.64492,320.45284
-87.246170,223.84270,313.59421
-87.210253,223.01526,311.33791
-87.176182,222.19410,322.35898
-87.126837,221.71398,329.57191
-87.082002,221.11259,322.61332
-87.040898,220.43235,328.15664
-86.990966,220.02828,341.52734
-86.937568,219.80273,341.13928
-86.888272,219.40410,334.59553
-86.839589,218.96778,332.62476
-86.791708,218.51563,331.84716
-86.743838,218.06844,332.70398
-86.695116,217.65411,331.91182
-86.648098,217.19737,326.68264
-86.604838,216.64683,329.16476
-86.555544,216.27109,342.54880
-86.501820,216.12824,340.76697
-86.454073,215.71634,334.68814
-86.403825,215.39211,347.39893
-86.349292,215.36455,354.78744
-86.295947,215.26913,344.26651
-86.245875,214.93949,332.76462
-86.199673,214.52373,328.83493
-86.154135,214.10711,338.08159
-86.101144,213.94421,346.98201
-86.048628,213.77111,345.27987
-85.996621,213.56690,348.02007
-85.943351,213.47204,345.90984
-85.892145,213.21869,342.75986
-85.839444,213.03853,346.24709
-85.786104,212.88075,342.12257
-85.736669,212.60486,343.43906
-85.683820,212.48629,344.20287
-85.633116,212.23423,340.57713
-85.581348,212.02495,340.55841
-85.530505,211.77789,350.76371
-85.476423,211.82285,346.21632
-85.429670,211.48509,338.85477
-85.376407,211.34595,342.81220
-85.326017,211.10246,341.78915
-85.273386,210.94186,342.50573
-85.222524,210.72031,340.25693
-85.171203,210.51227,335.56298
-85.124255,210.19725,329.84026
-85.077686,209.87329,336.58191
-85.026234,209.70733,345.92130
-84.973499,209.58529,341.51077
-84.924529,209.33076,338.26369
-84.873075,209.13943,342.37696
-84.821055,208.97314,341.97497
-84.769873,208.77760,345.87970
-84.716219,208.69520,355.06661
-84.661732,208.69346,2.1411672
-84.607570,208.75935,359.44210
-84.553330,208.70325,0.91096496
-84.499150,208.79624,6.3493289
-84.445114,208.85130,356.72360
-84.391476,208.75199,353.02937
-84.336814,208.73111,352.49866
-84.283952,208.62482,344.82292
-84.232328,208.45777,346.41173
-84.178801,208.38255,353.69527
-84.124183,208.35508,350.64144
-84.071712,208.22481,349.30208
-84.018933,208.17446,356.74823
-83.964341,208.18206,357.41559
-83.910328,208.14488,351.14519
-83.857252,208.03879,350.35477
-83.803124,207.98697,351.23614
-83.749801,207.89879,343.80657
-83.699388,207.71965,339.09435
-83.648606,207.55184,339.93368
-83.597995,207.39054,339.66704
-83.547455,207.22115,341.46467
-83.495252,207.09018,348.56122
-83.441236,207.04135,358.35919
-83.386726,207.07744,6.3288340
-83.332755,207.16334,6.6501303
-83.278279,207.20461,6.4086404
-83.224204,207.28489,3.0726919
-83.169761,207.27122,353.06328
-83.116511,207.18767,352.04121
-83.062167,207.15711,354.79220
-83.007954,207.11881,356.40366
-82.953403,207.11424,352.49007
-82.900811,207.01602,345.45768
-82.848431,206.90207,351.40503
-82.794386,206.89684,3.1553928
-82.741851,206.96352,359.65523
-82.688628,206.90647,3.7026216
-82.636058,207.03097,9.3559818
-82.581675,207.06129,5.3068826
-82.527467,207.12451,4.0397215
-82.472889,207.13596,359.77960
-82.418384,207.13519,350.25076
-82.366866,207.00858,336.63859
-82.318772,206.81432,343.98140
-82.265033,206.79512,354.00370
-82.211164,206.74168,348.74304
-82.158532,206.64777,353.42463
-82.103731,206.66084,343.26653
-82.059729,206.43866,328.96850
-82.011770,206.25748,333.92333
-81.962569,206.09680,338.78947
-81.911153,205.98108,333.58604
-81.866786,205.75936,329.46887
-81.818269,205.59089,334.30884
-81.769284,205.42998,339.60769
-81.716994,205.33069,344.71562
-81.664601,205.23708,339.20967
-81.616012,205.06947,336.88955
-81.565655,204.94861,347.89001
-81.511375,204.92263,350.43068
-81.458623,204.83470,342.82840
-81.407851,204.71183,338.79556
-81.357220,204.57372,348.93606
-81.303945,204.58258,6.3878080
-81.249308,204.66610,19.194639
-81.201190,204.83242,21.295272
-81.148937,204.93730,14.810828
-81.095473,205.02870,8.5120896
-81.041132,205.05521,7.0817346
-80.987337,205.12756,5.2971789
-80.934162,205.13115,357.38548
-80.879959,205.10654,357.44440
-80.825025,205.11028,351.14500
-80.774111,205.01131,345.17407
-80.721876,204.94493,345.19812
-80.670961,204.84749,346.87588
-80.617182,204.79983,345.20074
-80.566850,204.68415,338.57533
-80.516619,204.56106,335.76207
-80.471765,204.42483,315.64889
-80.444363,204.12438,307.37983
-80.407075,203.89653,323.04066
-80.359611,203.73471,324.12078
-80.319825,203.51369,317.79879
-80.279896,203.29453,322.44097
-80.234675,203.11828,324.64511
-80.191875,202.92028,325.34504
-80.145923,202.75215,336.11938
-80.094111,202.66675,349.89728
-80.039638,202.64741,356.49472
-79.985584,202.63630,359.00550
-79.930895,202.64522,4.1443575
-79.877190,202.69119,8.5640616
-79.823217,202.74861,355.92576
-79.772415,202.65715,342.22560
-79.721220,202.56693,347.30794
-79.668206,202.52979,347.93024
-79.616228,202.44664,349.66178
-79.561893,202.42715,353.51351
-79.508129,202.38554,343.42310
-79.458058,202.26064,344.22716
-79.405504,202.22966,349.74414
-79.352582,202.16211,346.18277
-79.299885,202.09286,345.89899
-79.246926,202.02280,357.24899
-79.193587,202.07220,5.6777294
-79.139434,202.08957,3.7497753
-79.085020,202.11908,1.6096116
-79.030345,202.11454,354.29120
-78.977370,202.06912,351.84373
-78.923350,202.03983,347.62758
-78.872104,201.95329,343.54223
-78.820673,201.88511,355.77420
-78.766013,201.91893,7.5519214
-78.711988,201.96873,3.1781033
-78.657814,201.95851,352.28965
-78.604640,201.90059,349.44431
-78.551110,201.86236,356.86792
-78.496377,201.87731,0.94380417
-78.442008,201.87936,353.08087
-78.389114,201.81827,342.47325
-78.338705,201.71945,338.16890
-78.288412,201.61903,337.96249
-78.238106,201.51905,341.92180
-78.185390,201.45558,352.34437
-78.130971,201.45360,359.61955
-78.076400,201.45925,4.6897759
-78.022392,201.50492,12.672192
-77.970683,201.58347,5.1095959
-77.915463,201.55956,353.48429
-77.861256,201.52931,348.27626
-77.809184,201.45865,341.08348
-77.758273,201.36362,342.39184
-77.705482,201.30504,357.95372
-77.651489,201.35163,355.17640
-77.600701,201.26977,339.82538
-77.550099,201.17896,338.89025
-77.499464,201.08889,338.61598
-77.448990,200.99635,342.10686
-77.396396,200.93712,352.47395
-77.341957,200.93601,1.8840606
-77.287366,200.96053,7.3706384
-77.233762,201.00780,0.95584965
-77.179987,200.97577,359.06934
-77.125551,201.00599,1.6792634
-77.071074,200.99725,359.28196
-77.016547,201.00622,5.5914457
-76.962652,201.05210,8.3603422
-76.908400,201.08500,6.1584157
-76.853736,201.11187,1.9538965
-76.799108,201.10848,17.152324
-76.755087,201.25357,22.609043
-76.702053,201.29480,8.1497596
-76.647517,201.32862,8.8691925
-76.593579,201.37627,15.256951
-76.542185,201.46147,17.536793
-76.489674,201.52671,15.611260
-76.437332,201.59589,21.860819
-76.388465,201.70928,29.994795
-76.341979,201.83960,33.776965
-76.296827,201.97859,34.368012
-76.250942,202.11213,31.300527
-76.202771,202.22899,35.905783
-76.162266,202.39061,46.028272
-76.125863,202.57041,46.461968
-76.085945,202.73361,43.212328
-76.045267,202.89377,41.238683
-76.002706,203.04492,40.231967
-75.961231,203.19643,49.355328
-75.931352,203.39434,51.974982
-75.893165,203.56074,39.287730
-75.846487,203.68790,30.948371
-75.798301,203.80268,22.072724
-75.744996,203.86497,24.069030
-75.699755,203.99024,27.738598
-75.648975,204.07853,28.206878
-75.603324,204.20781,33.278003
-75.556553,204.33139,27.914962
-75.506142,204.42335,31.464196
-75.463286,204.56804,30.426823
-75.412184,204.65215,26.631716
-75.365556,204.77134,31.446826
-75.318491,204.88761,33.427150
-75.273635,205.01919,34.209220
-75.226936,205.14092,31.804882
-75.180181,205.25501,19.189522
-75.126987,205.28549,20.880016
-75.080236,205.41161,29.437546
-75.030313,205.50608,24.928089
-80.199200,204.08810,5.3667602
-80.144816,204.12351,9.9040722
-80.091773,204.20948,21.346057
-80.043007,204.36787,24.658504
-79.992644,204.48645,11.492642
-79.937692,204.50364,358.93374
-79.883285,204.48433,359.68352
-79.828733,204.50944,10.547855
-79.776481,204.60836,14.598330
-79.723372,204.67658,7.1427489
-79.668456,204.69559,7.2289713
-79.615311,204.76382,18.003099
-79.564935,204.89445,22.469562
-79.513601,205.00906,20.591081
-79.463578,205.11627,36.208930
-79.428501,205.36075,45.108074
-79.385618,205.55315,31.362165
-79.335507,205.68102,29.104259
-79.289822,205.85354,29.014510
-79.239854,205.97903,21.899185
-79.188991,206.08301,20.913819
-79.138445,206.19772,9.1440319
-79.084400,206.18371,1.6408310
-79.029982,206.22345,15.728999
-78.979994,206.34946,20.125768
-78.928099,206.43084,17.979662
-78.877779,206.53368,21.714538
-78.827153,206.65094,23.107584
-78.776950,206.76755,18.360297
-78.723660,206.83923,15.846162
-78.671422,206.93210,18.992559
-78.619803,207.03275,20.600461
-78.568666,207.13938,19.372751
-78.516212,207.22810,18.064660
-78.464153,207.32197,20.454031
-78.413132,207.43168,14.268764
-78.358866,207.46655,11.750139
-78.307280,207.55118,24.522492
-78.260158,207.69950,26.955981
-78.209242,207.80741,17.584662
-78.156025,207.87217,5.2954822
-78.101736,207.86595,2.4039505
-78.047288,207.90336,9.6933403
-77.993669,207.96526,6.2278279
-77.938848,207.97028,7.3809630
-77.885954,208.04158,20.974898
-77.836701,208.16736,22.694692
-77.784616,208.25357,10.665366
-77.730247,208.27245,5.4715739
-77.676582,208.31162,3.4689882
-77.621926,208.31251,4.2597015
-77.567680,208.35852,4.2470417
-77.513011,208.35949,3.9028711
-77.458955,208.40176,17.262192
-77.409961,208.51678,23.907062
-77.358785,208.61571,16.022577
-77.304807,208.66509,10.954000
-77.251067,208.72037,20.479278
-77.202864,208.84736,28.760697
-77.154770,208.96869,35.628497
-77.114282,209.14138,37.079778
-77.066868,209.27510,32.143588
-77.020398,209.41412,30.134970
-76.971286,209.53153,27.259852
-76.922166,209.64817,29.537123
-76.875169,209.78143,27.697181
-76.824943,209.88238,25.383576
-76.775716,209.99788,23.743155
-76.723969,210.08618,25.281803
-76.676116,210.21196,30.638886
-76.628755,210.33973,30.050848
-76.580540,210.45991,29.047434
-76.533187,210.57725,44.969835
-76.504950,210.78923,45.909663
-76.458280,210.91389,32.212072
-76.412112,211.04721,34.099219
-76.366748,211.18556,34.214570
-76.320502,211.31934,35.547086
-76.276387,211.46608,36.293063
-76.230818,211.60434,40.648312
-76.192316,211.77549,37.729951
-76.143778,211.89348,19.493479
-76.090502,211.93514,4.7271624
-76.035595,211.93940,351.24770
-75.984022,211.87420,350.88494
-75.932254,211.87714,7.6242163
-75.879776,211.93976,24.958026
-75.834099,212.07250,30.288867
-75.784673,212.17469,11.962302
-75.730275,212.17099,8.1546207
-75.677456,212.24527,6.5204037
-75.622850,212.22936,0.068159714
-75.568425,212.25355,5.2450166
-75.514307,212.27767,4.4781771
-75.460407,212.29559,357.57450
-75.406040,212.26707,352.80676
-75.351551,212.24791,348.27442
-75.299533,212.18583,350.18117
-75.244694,212.18115,0.36692789
-75.189756,212.19629,357.40508
-75.135575,212.16933,0.41618993
-75.081323,212.20675,12.090034
-75.028093,212.26704,17.028426
-74.975710,212.34027,15.861153
-74.921925,212.39182,0.27749435
-74.868950,212.34998,351.33703
-74.814669,212.33548,349.30733
-74.762137,212.27914,348.43159
-74.707814,212.25799,1.2633042
-74.653376,212.29554,5.2318722
-74.599095,212.30351,357.72935
-74.544479,212.28648,356.19469
-74.489762,212.28312,1.0990300
-74.434856,212.30171,1.8345535
-74.379886,212.30379,0.23038965
-74.325095,212.31065,358.49607
-74.270344,212.30032,1.7733142
-74.215650,212.33039,5.8587713
-74.162062,212.34879,13.330209
-74.110455,212.42922,16.435039
-74.056740,212.47016,12.888784
-74.003846,212.52571,10.421089
-73.949501,212.54949,16.018073
-73.899437,212.64150,15.546714
-73.844800,212.66232,7.8101768
-73.791891,212.70193,6.6892058
-73.740987,212.71317,351.10491
-73.690895,212.65130,0.30212217
-73.641984,212.72098,20.597869
-73.589874,212.79328,19.622253
-73.537476,212.86030,17.386269
-73.484462,212.91723,13.967287
-73.430845,212.96109,10.158602
-73.376448,212.99254,4.8749147
-73.321847,213.00085,10.441356
-73.271437,213.06695,12.130065
-73.217674,213.08590,11.459322
-73.164992,213.14878,19.418594
-73.113549,213.21976,18.533313
-73.060579,213.27646,8.6987790
-73.005346,213.28391,358.78307
-72.951311,213.27521,357.68931
-72.897006,213.27545,356.25504
-72.842794,213.25746,353.16533
-72.788953,213.23756,349.43456
-72.735477,213.19541,339.10379
-72.687730,213.11120,332.82065
-72.638969,213.03123,328.82880
-72.594292,212.92319,336.12158
-72.541020,212.88907,352.82168
-72.486192,212.88353,359.86616
-72.431168,212.89468,357.93019
-72.376518,212.87682,352.82613
-72.322146,212.85517,352.23306
-72.267767,212.83367,349.91460
-72.214259,212.79759,347.33513
-72.160649,212.75989,349.27512
-72.107293,212.73664,354.82397
-72.052086,212.73369,2.8436195
-71.997776,212.76071,14.360351
-71.945880,212.82826,23.140853
-71.895645,212.90790,22.671541
-71.843518,212.97229,17.321297
-71.787166,213.02331,31.352672
-71.755302,213.14919,32.756663
-71.701839,213.20354,12.597970
-71.647311,213.23279,7.9493014
-71.592556,213.25861,0.57408609
-71.537914,213.24261,355.05911
-71.482548,213.23439,7.2086704
-71.430871,213.29142,21.139062
-71.379558,213.36561,8.3506478
-71.325975,213.34615,348.54666
-71.272772,213.30311,356.42564
-71.218279,213.33074,1.1006363
-71.163416,213.31588,355.35995
-71.108339,213.30883,0.42569600
-71.053681,213.32440,10.743089
-71.000454,213.37812,9.5814942
-70.945556,213.38690,358.37314
-70.890895,213.37452,351.53309
-70.837809,213.34320,356.32947
-70.782571,213.35886,4.0017904
-70.727426,213.37284,0.28814384
-70.672355,213.36655,358.64739
-70.617876,213.37080,3.2230438
-70.562866,213.39112,8.8614447
-70.509160,213.42786,7.0391721
-70.454264,213.43747,1.5799414
-70.398933,213.44290,357.97595
-70.344734,213.43166,342.46319
-70.297192,213.35139,328.47299
-70.251414,213.26325,337.49169
-70.198374,213.23314,0.94048091
-70.144069,213.27392,9.1747797
-70.089262,213.29113,350.42215
-70.039103,213.22691,337.38047
-69.988015,213.17065,335.79124
-69.939505,213.09889,349.94913
-69.884694,213.12165,9.7637922
-69.830460,213.15937,1.3977736
-69.776706,213.13504,340.35995
-69.729331,213.05857,328.87279
-69.683420,212.97384,328.19407
-69.636453,212.89388,327.82914
-69.592128,212.80993,326.50073
-66.895570,52.217775,237.69974
-66.926679,52.096109,235.05056
-66.961573,51.983721,227.08176
-67.003568,51.888707,219.17387
-67.049297,51.802283,219.29663
-67.091479,51.705718,224.52078
-67.130429,51.600317,228.94652
-67.166541,51.488388,232.55643
-67.200225,51.371191,232.92249
-67.235609,51.258396,225.37682
-67.279753,51.166126,217.63428
-67.325893,51.079094,222.22591
-67.363068,50.972098,236.24620
-67.389109,50.840371,234.54418
-67.428062,50.741031,213.92052
-67.480714,50.679822,198.77363
-67.535342,50.642690,192.55145
-67.590528,50.611752,198.03902
-67.640841,50.549226,209.54300
-67.687935,50.465404,213.57849
-67.735619,50.383204,210.19172
-67.785845,50.313983,211.21243
-67.832040,50.227755,218.34293
-67.874804,50.128318,214.90401
-67.923159,50.058955,200.64482
-67.977712,50.022251,191.13009
-68.034254,49.996192,190.64337
-68.089242,49.961611,193.15096
-68.143726,49.923400,193.79768
-68.198226,49.885556,190.18123
-68.253742,49.865617,183.25975
-68.309626,49.863131,177.32043
-68.365142,49.873986,175.77518
-68.420764,49.879526,179.22033
-68.476592,49.872394,181.84060
-68.532457,49.864211,181.52467
-68.588301,49.858706,181.98207
-68.644053,49.848072,184.34563
-68.699682,49.830079,186.74586
-68.755149,49.806724,188.30494
-68.810437,49.780441,189.22441
-68.865635,49.752149,189.16234
-68.920963,49.726050,189.57952
-68.975988,49.695433,192.21543
-69.030378,49.655386,193.86451
-69.084812,49.615962,191.57750
-69.140009,49.587763,189.56303
-69.195158,49.558750,191.23560
-69.249791,49.521524,193.95961
-69.303915,49.477945,196.60655
-69.357237,49.426716,198.92257
-69.410110,49.370895,199.47320
-69.463135,49.316539,197.44555
-69.517046,49.271071,194.99885
-69.571330,49.229265,197.36451
-69.624177,49.170939,197.31966
-69.678029,49.129619,188.35140
-69.733959,49.119310,186.94946
-69.788582,49.085166,196.54923
-69.840971,49.022897,204.11937
-69.891446,48.948460,210.94533
-69.937485,48.852951,218.35662
-69.980004,48.744461,211.99092
-70.031341,48.680428,200.34639
-70.085309,48.626295,202.15135
-70.136725,48.550834,201.04721
-70.189015,48.505202,184.54225
-70.243399,48.520308,170.40090
-70.298848,48.553648,173.08167
-70.354293,48.553567,183.26147
-70.409804,48.528721,187.00759
-70.465402,48.507057,183.41800
-70.521303,48.502739,176.89786
-70.576410,48.518659,167.82716
-70.629163,48.566195,162.97706
-70.682217,48.609823,169.14761
-70.737569,48.622287,178.43596
-70.793628,48.612466,184.31476
-70.849468,48.590410,176.28754
-70.901816,48.627553,161.60233
-70.953299,48.689583,162.63491
-71.007559,48.722198,171.45006
-71.063027,48.733417,174.43119
-71.117961,48.748618,167.23689
-71.170371,48.801890,164.15707
-71.224172,48.835221,172.10950
-71.279700,48.842056,167.76543
-71.331042,48.900771,160.15689
-71.383307,48.952266,166.11586
-71.438172,48.976778,170.46275
-71.492953,49.003155,169.00074
-71.547144,49.036527,168.49604
-71.601772,49.066097,166.79896
-71.654971,49.109704,156.90779
-71.704026,49.198224,152.00437
-71.753365,49.270231,167.76805
-71.807424,49.262832,182.40946
-71.863163,49.248866,178.20827
-71.918483,49.267161,169.58648
-71.973143,49.306822,170.02888
-72.027446,49.321815,183.78703
-72.081687,49.276913,195.21775
-72.135852,49.220684,193.84492
-72.190116,49.184405,181.65781
-72.244621,49.203859,169.83274
-72.299487,49.241469,171.25658
-72.354869,49.252187,179.14152
-72.410596,49.239813,184.41259
-72.466092,49.217032,186.74414
-72.521411,49.189792,187.34886
-72.576736,49.163055,187.58466
-72.632017,49.134129,187.30270
-72.687370,49.109046,184.54349
-72.743010,49.097707,182.21503
-72.798636,49.087489,186.12923
-72.853976,49.050596,189.89783
-72.908760,49.015988,181.26026
-72.962712,49.035586,167.24190
-73.015906,49.091414,160.99691
-73.068462,49.152910,160.67367
-73.120837,49.210428,164.20211
-73.174995,49.249131,171.04892
-73.230691,49.262405,180.28344
-73.285828,49.239738,190.48367
-73.339926,49.185647,193.52032
-73.394597,49.142546,190.35609
-73.449720,49.108988,187.30342
-73.505642,49.085700,197.03157
-73.552544,48.992567,217.74481
-73.593119,48.846136,220.48692
-73.639395,48.730873,211.71161
-73.688687,48.634347,215.61684
-73.730589,48.497093,220.48226
-73.774206,48.374410,208.72038
-73.826157,48.306765,195.31902
-73.881730,48.262694,192.45212
-73.936799,48.212105,196.51559
-73.989551,48.141126,198.92801
-74.042617,48.075031,195.36944
-74.096968,48.027617,191.46705
-74.151844,47.987390,192.44973
-74.205850,47.932846,195.43643
-74.259476,47.871899,195.80572
-74.313317,47.814464,193.23668
-74.367993,47.770850,191.37457
-74.422596,47.725886,193.30094
-74.476466,47.668570,195.76730
-74.530035,47.606124,195.83200
-74.583924,47.547916,195.60794
-74.637564,47.486614,197.84814
-74.690159,47.412615,200.34095
-74.742362,47.333751,199.79980
-74.795387,47.262824,196.85020
-74.849253,47.203907,193.21555
-74.903955,47.158258,186.66232
-74.959272,47.146830,180.38131
-75.014576,47.147116,185.18603
-75.069062,47.100103,192.03414
-75.123650,47.049486,191.09949
-75.178490,47.008986,193.69506
-75.231983,46.938981,196.90374
-75.285376,46.874858,189.63384
-75.340241,46.859094,179.51422
-75.395866,46.870045,176.07030
-75.451415,46.880565,176.76869
-75.506826,46.886148,179.41870
-75.562117,46.876258,184.73451
-75.617210,46.840938,188.44684
-75.672271,46.802222,186.07148
-75.727487,46.785204,180.34669
-75.782873,46.790761,178.21515
-75.838287,46.790270,182.10097
-75.893678,46.765222,184.57447
-75.948965,46.745251,179.53816
-76.003992,46.760027,173.61671
-76.058927,46.787016,173.21705
-76.113962,46.805094,178.40408
-76.169289,46.790552,183.48058
-76.224725,46.767912,183.16649
-76.280137,46.755805,180.17170
-76.335503,46.757338,177.97992
-76.390863,46.763006,177.41066
-76.446227,46.769216,177.93914
-76.501586,46.770559,183.34476
-76.558480,46.731607,186.19934
-76.613455,46.709214,169.38919
-76.660117,46.805461,148.03145
-76.704503,46.949629,150.74632
-76.755757,47.031245,159.26860
-76.807515,47.111228,159.10401
-76.858804,47.195021,161.64502
-76.911742,47.254275,167.55658
-76.966277,47.290098,167.81357
-77.019550,47.347965,164.20063
-77.072312,47.414311,166.24492
-77.126461,47.455239,170.74115
-77.181293,47.484086,171.18962
-77.235727,47.521621,169.79893
-77.290043,47.562695,170.28367
-77.344949,47.596522,165.73656
-77.396020,47.676123,154.12747
-77.442889,47.806234,151.40723
-77.493295,47.912115,164.74400
-77.546093,47.926242,196.24845
-77.593640,47.768240,202.57473
-77.644560,47.729901,174.69103
-77.698465,47.804324,163.25304
-77.751508,47.870893,160.96074
-77.802333,47.963748,155.38256
-77.851239,48.078459,156.70179
-77.902842,48.160195,163.79762
-77.956737,48.214493,165.86865
-78.009993,48.279114,162.18838
-78.061645,48.366744,157.42842
-78.111510,48.473716,152.56695
-78.158929,48.603382,149.80131
-78.206263,48.734462,150.65993
-78.255289,48.860018,154.14956
-78.306126,48.962825,161.54071
-78.359329,49.020818,171.38843
-78.414639,49.033039,176.14511
-78.469875,49.046795,175.98229
-78.525108,49.060683,176.36418
-78.580451,49.070875,175.99408
-78.635579,49.088507,174.03712
-78.690746,49.117988,170.07361
-78.744516,49.174431,162.25956
-78.794856,49.278016,154.55977
-78.843509,49.407137,154.17045
-78.893894,49.515913,159.44752
-78.946529,49.596776,160.14039
-78.997315,49.699942,154.65518
-79.045597,49.832717,149.98185
-79.092361,49.979895,148.15866
-79.138785,50.129879,151.37491
-79.188541,50.248752,154.72643
-79.237957,50.369100,148.14316
-79.280773,50.547075,139.66666
-79.321250,50.743320,137.65092
-79.361603,50.939332,140.70179
-79.405583,51.110373,145.55902
-79.451793,51.267113,148.50742
-79.499053,51.413582,152.85740
-79.549410,51.530908,155.60547
-79.599340,51.653036,154.68559
-79.648919,51.780426,154.77401
-79.698884,51.902688,158.91373
-79.751530,51.989493,165.77693
-79.805881,52.042256,171.33572
-79.860991,52.070788,173.32249
-79.915982,52.102669,172.92791
-79.970946,52.135792,172.52277
-80.025863,52.172498,174.48371
-80.081277,52.184206,180.08746
-80.136783,52.158821,187.58989
-80.191399,52.087017,190.44524
-80.247128,52.028691,183.83273
-80.302383,52.031287,164.76149
-80.349917,52.182796,151.44124
-80.398381,52.331526,164.00435
-80.453538,52.347007,184.38079
-80.508206,52.268079,186.17223
-80.563049,52.263713,174.69178
-80.618028,52.317019,174.85674
-80.672926,52.310335,186.82985
-80.727673,52.223511,190.36311
-80.782085,52.175381,178.30763
-80.835989,52.230716,166.96487
-80.889917,52.318047,166.75192
-80.944422,52.377323,171.12972
-80.999438,52.412029,174.47720
-81.054695,52.431014,176.92704
-81.110164,52.435929,178.50459
-81.165691,52.435568,178.88948
-81.221172,52.435740,178.94526
-81.276661,52.434664,178.83076
-81.332137,52.436301,178.91265
-81.387625,52.434144,179.86140
-81.443140,52.423608,180.29737
-81.498784,52.415801,179.97765
-81.554430,52.409263,185.40162
-81.608526,52.331103,196.13039
-81.661003,52.187014,202.11297
-81.712718,52.030688,204.20198
-81.763330,51.860273,207.03551
-81.812573,51.668578,210.78769
-81.859825,51.452017,215.54369
-81.904206,51.204433,216.89144
-81.949496,50.973319,207.86552
-82.001509,50.831217,197.60145
